Date,Open,High,Low,Close,Adj Close,Volume
1997-05-26,29.329147,29.716125,29.260138,29.686426,13.756456,1378011
1997-05-27,29.724861,30.043703,29.498613,29.627026,13.728931,2064870
1997-05-28,29.775526,29.552774,29.007685,29.007685,13.441935,1087813
1997-05-29,29.179771,29.447948,29.120371,29.120371,13.494150,69544
1997-05-30,29.120371,29.179771,28.301863,28.659142,13.280420,2721680
1997-06-02,28.510639,29.084557,28.494917,28.923824,13.403074,2027952
1997-06-03,28.942169,29.323032,28.942169,29.299446,13.577133,1497353
1997-06-04,29.299446,29.462799,29.179771,29.299446,13.577133,1960983
1997-06-05,29.240046,29.612175,29.391169,29.507351,13.673474,990794
1997-06-06,29.537050,29.772905,29.358849,29.612175,13.722048,2474410
1997-06-09,29.686426,29.820078,29.343998,29.388548,13.618421,2125829
1997-06-10,29.299446,29.403399,29.299446,29.400778,13.624087,326258
1997-06-11,29.388548,29.608681,29.314297,29.424362,13.635016,2165324
1997-06-12,29.534430,29.820078,29.418249,29.748447,13.785196,3374196
1997-06-13,29.879478,29.895203,29.730976,29.790377,13.804630,2161889
1997-06-16,29.834929,30.043703,29.597324,29.641874,13.735813,1698259
1997-06-17,29.745827,29.775526,29.451443,29.582474,13.708286,1906034
1997-06-18,29.552774,29.834929,29.507351,29.710011,13.767387,2434916
1997-06-19,29.760677,30.132805,29.718746,30.043703,13.922013,2749154
1997-06-20,30.132805,30.297031,30.043703,30.252481,14.018761,2726831
1997-06-23,30.282181,30.951315,30.252481,30.906763,14.321949,4239639
1997-06-24,30.713711,32.231926,30.594034,32.009171,14.832799,7060914
1997-06-25,32.098274,32.291325,31.755844,31.874647,14.770462,3017029
1997-06-26,31.785545,31.904346,31.294615,31.428267,14.563611,2014215
1997-06-27,31.487667,31.561918,31.085838,31.189791,14.453103,2297544
1997-06-30,31.324316,31.324316,30.490084,30.504934,14.135750,1815025
1997-07-01,30.609758,31.115540,30.580059,31.056139,14.391170,2297544
1997-07-02,31.145241,32.127975,31.115540,32.098274,14.874085,4181256
1997-07-03,32.425850,32.633755,32.187374,32.544655,15.080936,5457097
1997-07-04,32.485252,32.514954,31.979471,31.994322,14.825915,1497353
1997-07-07,32.009171,32.514954,32.321026,32.455551,15.039649,508275
1997-07-08,32.470402,32.901932,32.261623,32.664330,15.136394,3755403
1997-07-09,32.812832,32.991032,32.485252,32.633755,15.122226,3312379
1997-07-10,32.694027,33.140408,32.514954,33.081005,15.329479,5494874
1997-07-11,33.081005,34.003468,33.081005,33.929214,15.722535,5039830
1997-07-14,34.197392,34.614071,34.033169,34.182545,15.839922,2731983
1997-07-15,34.093441,34.197392,33.825264,34.003468,15.756935,1909469
1997-07-16,34.152843,34.897099,34.152843,34.748596,16.102224,3523588
1997-07-17,34.897099,35.730457,34.852551,35.165276,16.295317,4974578
1997-07-18,35.209827,35.671059,34.882248,35.209827,16.315958,3994087
1997-07-21,35.433453,35.567104,33.140408,34.271645,15.881209,3525305
1997-07-22,34.510120,35.015900,34.286495,34.986202,16.212332,2920869
1997-07-23,35.433453,36.222263,35.224678,35.478004,16.440226,3583688
1997-07-24,35.596806,37.219845,35.492855,36.177711,16.764467,5144576
1997-07-25,36.772594,37.487148,36.028336,37.070469,17.178164,3860149
1997-07-28,37.577126,39.184441,37.577126,38.842010,17.999083,5558409
1997-07-29,38.946838,38.558983,37.993801,38.545010,17.861452,1401193
1997-07-30,38.797462,38.797462,37.725628,38.708359,17.937149,2319867
1997-07-31,38.648960,38.782612,37.666225,37.740475,17.488642,1765228
1997-08-01,38.142303,38.247131,36.624092,37.040771,17.164406,2524208
1997-08-04,37.219845,37.234695,36.475590,36.892269,17.095592,2359361
1997-08-05,37.070469,37.398048,35.909534,36.355911,16.847044,2577439
1997-08-06,36.475590,37.144722,36.028336,37.055618,17.171280,3001575
1997-08-07,37.264397,38.558983,37.160446,38.469883,17.826641,3326116
1997-08-08,38.261978,38.351082,37.129871,37.338646,17.302435,2125829
1997-08-11,36.624092,37.487148,36.489567,37.398048,17.329962,1602099
1997-08-12,37.517723,37.785027,37.190144,37.368347,17.316198,1074934
1997-08-13,37.070469,37.070469,35.879833,36.028336,16.695250,3164704
1997-08-14,36.326214,36.594391,35.537403,35.939236,16.653959,2598045
1997-08-15,36.028336,36.192562,34.256794,34.256794,15.874328,2762891
1997-08-18,33.348312,34.628922,32.901932,34.510120,15.991720,4186407
1997-08-19,34.897099,35.998634,34.897099,35.968933,16.667723,2737134
1997-08-20,36.296513,36.772594,36.296513,36.668640,16.991959,712616
1997-08-21,37.070469,37.115021,36.385612,36.742893,17.026369,1461293
1997-08-22,36.177711,36.177711,35.060452,35.060452,16.246735,3484094
1997-08-25,35.775009,35.775009,35.775009,35.775009,16.577854,5151
1997-08-26,34.956501,34.956501,32.768280,34.182545,15.839922,13192851
1997-08-27,34.033169,34.406170,33.438286,33.736164,15.633070,8738568
1997-08-28,34.003468,34.152843,32.783131,33.051308,15.315717,9772291
1997-08-29,33.199810,33.199810,32.559502,32.783131,15.191443,9186744
1997-09-01,32.991032,34.331043,32.574352,34.331043,15.908735,7768379
1997-09-02,34.480419,35.045601,34.450722,34.852551,16.150396,6188602
1997-09-03,36.028336,36.326214,34.539822,34.599220,16.033003,10275416
1997-09-04,34.539822,34.688324,34.123142,34.584373,16.026125,5151445
1997-09-05,34.599220,35.373180,34.554672,34.688324,16.074299,4426808
1997-09-08,34.539822,35.433453,34.539822,35.358330,16.384775,4165802
1997-09-09,35.433453,35.909534,34.331043,35.254379,16.336601,5014073
1997-09-10,34.986202,35.358330,33.825264,33.914368,15.715652,8480996
1997-09-11,33.333462,33.765865,32.901932,32.931633,15.260260,7589796
1997-09-12,32.931633,33.751015,32.157673,32.246777,14.942903,9715625
1997-09-15,32.604053,33.214661,32.396152,33.199810,15.384529,7108994
1997-09-16,33.199810,34.733746,33.095856,34.688324,16.074299,10965709
1997-09-17,34.926800,35.045601,34.271645,34.316196,15.901859,8432915
1997-09-18,34.286495,34.807999,34.241943,34.643772,16.053650,5352351
1997-09-19,34.807999,35.685905,34.807999,35.373180,16.391657,10993184
1997-09-22,35.581955,36.459866,35.581955,36.326214,16.833282,9294924
1997-09-23,36.475590,36.624092,36.087734,36.326214,16.833282,7371718
1997-09-24,36.177711,36.624092,35.626507,36.624092,16.971315,7613836
1997-09-25,36.326214,36.877419,36.326214,36.385612,16.860809,9243409
1997-09-26,36.326214,36.326214,35.135574,35.447430,16.426060,10951972
1997-09-29,35.433453,35.507706,34.658623,35.076176,16.254025,7076368
1997-09-30,35.076176,35.671059,34.867397,35.313778,16.364126,8958363
1997-10-01,35.284077,35.983784,34.956501,35.894684,16.633316,12535183
1997-10-02,36.177711,36.177711,35.581955,35.730457,16.557211,7392323
1997-10-03,35.730457,35.730457,35.730457,35.730457,16.557211,0
1997-10-06,36.118309,36.118309,35.552254,35.656208,16.522806,6872027
1997-10-07,35.730457,36.475590,35.060452,35.581955,16.488400,11953070
1997-10-08,35.879833,36.520138,35.373180,35.417728,16.412294,11939332
1997-10-09,35.417728,35.998634,34.837700,35.150425,16.288429,9123209
1997-10-10,35.433453,36.118309,35.135574,35.700756,16.543451,9581688
1997-10-13,35.790733,36.624092,35.790733,36.505287,16.916265,5834870
1997-10-14,37.517723,37.517723,36.370766,36.549839,16.936911,9595425
1997-10-15,36.207413,36.921967,36.028336,36.326214,16.833282,9525022
1997-10-16,36.207413,36.520138,35.894684,36.505287,16.916265,5905273
1997-10-17,36.102585,36.266811,35.076176,35.091026,16.260906,9159269
1997-10-20,35.135574,35.254379,34.628922,35.030750,16.232973,5637398
1997-10-21,35.284077,36.102585,35.180126,36.028336,16.695250,6573244
1997-10-22,36.341064,36.564690,35.165276,35.165276,16.295317,6566375
1997-10-23,35.135574,35.135574,33.051308,33.586788,15.563856,17720971
1997-10-24,33.884666,34.421021,33.810413,33.825264,15.674359,7776965
1997-10-27,33.199810,33.557087,32.812832,32.812832,15.205210,8146152
1997-10-28,32.157673,32.157673,28.331564,30.460382,14.115102,25106427
1997-10-29,31.561918,32.500103,31.532219,32.321026,14.977310,10648037
1997-10-30,31.547070,31.934048,30.014004,31.622192,14.653475,11911858
1997-10-31,31.561918,32.231926,31.324316,31.443117,14.570491,8529076
1997-11-03,32.009171,32.872231,32.009171,32.559502,15.087818,6817079
1997-11-04,32.753429,32.901932,31.889498,31.963749,14.811750,9892492
1997-11-05,32.306175,33.348312,32.202225,32.291325,14.963549,10347536
1997-11-06,32.291325,32.589203,31.859797,32.083424,14.867205,7436969
1997-11-07,31.844946,31.844946,30.534634,30.773111,14.260018,10404202
1997-11-10,30.609758,31.561918,30.341581,30.371283,14.073812,6234965
1997-11-11,30.817661,30.906763,30.192205,30.713711,14.232493,4923064
1997-11-12,30.221907,30.519785,29.939753,30.371283,14.073812,7842216
1997-11-13,30.341581,30.594034,29.686426,29.686426,13.756456,9533608
1997-11-14,29.864628,30.519785,29.183266,29.240046,13.549607,12590132
1997-11-17,30.132805,30.504934,29.299446,29.638380,13.734193,14806970
1997-11-18,29.834929,30.221907,29.314297,30.058554,13.928894,12519729
1997-11-19,29.834929,30.177357,29.537050,29.924904,13.866964,6911522
1997-11-20,30.371283,31.472818,30.221907,31.249191,14.480627,9873603
1997-11-21,31.517368,32.157673,31.487667,31.606470,14.646188,9430579
1997-11-24,31.278893,31.278893,30.297031,30.297031,14.039407,7512524
1997-11-25,30.103106,30.877064,30.073404,30.311880,14.046288,2029669
1997-11-26,30.580059,31.413418,30.580059,30.580059,14.170559,2628954
1997-11-27,30.817661,31.830095,30.817661,31.561918,14.625544,2057143
1997-11-28,31.547070,31.561918,30.847363,31.115540,14.418694,1629573
1997-12-01,31.264042,32.366451,31.264042,32.231926,14.936022,2793800
1997-12-02,32.514954,32.604053,32.083424,32.291325,14.963549,2220272
1997-12-03,32.009171,32.246777,31.487667,31.711294,14.694766,1942094
1997-12-04,31.948898,32.723728,31.800396,32.723728,15.163920,2321584
1997-12-05,32.679176,33.497684,32.455551,33.348312,15.453347,3071978
1997-12-08,33.571938,33.631336,32.604053,32.931633,15.260260,2271787
1997-12-09,32.931633,33.020733,32.366451,32.455551,15.039649,707465
1997-12-10,32.440701,32.455551,31.443117,31.532219,14.611781,1057763
1997-12-11,30.728561,31.443117,29.834929,29.834929,13.825271,4540140
1997-12-12,29.864628,31.234341,29.864628,30.445534,14.108221,2819557
1997-12-15,30.534634,31.383717,30.028854,30.073404,13.935779,2419462
1997-12-16,30.371283,30.639460,29.805227,30.609758,14.184320,3942572
1997-12-17,30.639460,30.773111,30.311880,30.430683,14.101339,2325018
1997-12-18,30.162506,30.981888,30.162506,30.430683,14.101339,2294110
1997-12-19,29.954603,30.192205,29.716125,29.775526,13.797748,4744481
1997-12-22,29.879478,30.669161,29.641874,30.580059,14.170559,1753208
1997-12-23,30.669161,30.862211,30.221907,30.862211,14.301303,983926
1997-12-24,30.862211,30.862211,30.862211,30.862211,14.301303,0
1997-12-25,30.862211,30.862211,30.862211,30.862211,14.301303,0
1997-12-26,30.862211,30.862211,30.862211,30.862211,14.301303,0
1997-12-29,30.817661,32.396152,30.773111,32.396152,15.012125,2045123
1997-12-30,32.455551,32.991032,31.561918,31.711294,14.694766,1677654
1997-12-31,31.711294,31.711294,31.711294,31.711294,14.694766,0
1998-01-01,31.711294,31.711294,31.711294,31.711294,14.694766,0
1998-01-02,32.024021,33.333462,31.889498,33.333462,15.446461,1785834
1998-01-05,33.199810,34.390446,33.170109,33.944065,15.729413,4347819
1998-01-06,34.018318,34.123142,32.827679,32.842529,15.218970,3209350
1998-01-07,32.872231,33.601639,32.574352,32.648605,15.129108,2883092
1998-01-08,32.768280,33.944065,32.753429,33.110706,15.343236,3214501
1998-01-09,33.020733,33.527386,32.336750,32.514954,15.067176,2433199
1998-01-12,31.100689,31.457968,30.817661,31.115540,14.418694,3217936
1998-01-13,31.963749,32.024021,31.189791,31.249191,14.480627,2395422
1998-01-14,32.038872,32.038872,30.728561,30.847363,14.294428,2857334
1998-01-15,31.056139,31.219490,30.684010,30.713711,14.232493,1966134
1998-01-16,31.056139,31.383717,30.758261,30.996738,14.363645,2333604
1998-01-19,31.413418,32.217075,31.398567,32.142822,14.894731,3290056
1998-01-20,32.336750,33.006756,32.098274,32.946484,15.267145,4339234
1998-01-21,33.081005,33.348312,31.948898,31.948898,14.804870,5438209
1998-01-22,31.561918,31.770695,31.145241,31.443117,14.570491,2963798
1998-01-23,31.368866,31.740995,30.967037,31.174940,14.446229,3709040
1998-01-26,31.056139,31.591619,30.937338,31.532219,14.611781,2271787
1998-01-27,31.561918,32.366451,31.517368,32.291325,14.963549,3573385
1998-01-28,32.604053,33.110706,32.410999,32.901932,15.246499,4931650
1998-01-29,33.081005,33.244358,32.321026,32.812832,15.205210,3135513
1998-01-30,32.946484,33.497684,32.783131,33.170109,15.370767,4260245
1998-02-02,33.348312,33.914368,33.348312,33.780712,15.653719,4909327
1998-02-03,33.795563,34.167694,33.438286,33.810413,15.667479,4890438
1998-02-04,33.958916,34.212242,33.199810,33.288910,15.425822,3856715
1998-02-05,33.348312,33.973766,33.288910,33.348312,15.453347,3178441
1998-02-06,33.497684,33.705589,33.288910,33.616489,15.577616,2474410
1998-02-09,33.795563,34.286495,33.408585,33.542236,15.543208,4704986
1998-02-10,33.586788,33.899513,33.393734,33.899513,15.708769,2956929
1998-02-11,34.241943,34.584373,33.721313,33.988617,15.750061,4919630
1998-02-12,34.033169,34.212242,33.482838,33.527386,15.536327,2307847
1998-02-13,33.736164,33.765865,33.364037,33.765865,15.646836,1626139
1998-02-16,33.646187,33.973766,33.646187,33.914368,15.715652,1751491
1998-02-17,34.062866,34.971352,34.062866,34.793148,16.122873,4691249
1998-02-18,34.778297,35.076176,34.480419,34.480419,15.977954,2663297
1998-02-19,34.614071,34.822849,34.093441,34.227093,15.860565,2185929
1998-02-20,33.765865,33.884666,33.051308,33.557087,15.550089,2419462
1998-02-23,33.675888,33.929214,32.694027,32.723728,15.163920,2711377
1998-02-24,32.753429,33.140408,32.589203,33.036457,15.308833,1840783
1998-02-25,32.991032,33.854965,32.991032,33.840115,15.681241,2204818
1998-02-26,34.003468,34.033169,33.393734,33.512535,15.529444,1835631
1998-02-27,33.705589,33.736164,33.051308,33.303761,15.432697,1863106
1998-03-02,33.244358,34.033169,33.140408,33.884666,15.701887,2024517
1998-03-03,33.944065,34.003468,33.571938,33.721313,15.626191,1069783
1998-03-04,33.825264,34.241943,33.288910,33.408585,15.481277,2318150
1998-03-05,32.901932,33.051308,32.633755,32.931633,15.260260,3171573
1998-03-06,32.976181,33.259209,32.618904,32.857380,15.225852,2616934
1998-03-09,33.020733,33.274059,32.351601,32.961330,15.274022,3320965
1998-03-10,32.961330,33.914368,32.812832,33.795563,15.660597,3120058
1998-03-11,33.973766,34.301346,33.899513,34.152843,15.826161,2328453
1998-03-12,33.988617,34.763447,33.646187,33.929214,15.722535,2469259
1998-03-13,34.093441,34.390446,33.675888,33.869816,15.695007,1521393
1998-03-16,33.944065,33.944065,33.423435,33.646187,15.591380,1516242
1998-03-17,33.929214,34.062866,33.795563,34.033169,15.770704,1131600
1998-03-18,34.062866,34.093441,33.259209,33.348312,15.453347,1983306
1998-03-19,33.542236,33.751015,33.333462,33.408585,15.481277,1859671
1998-03-20,33.795563,35.417728,33.780712,35.328629,16.371006,7210306
1998-03-23,35.224678,36.728043,34.986202,36.072887,16.715893,6265874
1998-03-24,35.730457,37.442600,35.730457,37.427750,17.343725,5759315
1998-03-25,37.814728,38.558983,36.951668,37.383198,17.323074,4110853
1998-03-26,37.487148,37.487148,36.148010,36.475590,16.902498,3157835
1998-03-27,36.385612,37.353497,36.296513,36.921967,17.109350,3090867
1998-03-30,37.160446,37.368347,35.939236,36.698341,17.005722,2328453
1998-03-31,36.817142,37.025921,36.326214,36.475590,16.902498,1959266
1998-04-01,36.624092,37.412899,36.430164,37.055618,17.171280,2704508
1998-04-02,36.877419,37.040771,35.522556,35.596806,16.495279,5484572
1998-04-03,35.909534,36.087734,35.864983,35.894684,16.633316,2182495
1998-04-06,35.954082,36.772594,35.805580,36.698341,17.005722,2692488
1998-04-07,36.475590,36.877419,36.118309,36.400463,16.867689,2709660
1998-04-08,36.475590,36.668640,35.537403,35.671059,16.529688,2070880
1998-04-09,35.537403,36.415314,35.388031,35.850132,16.612677,1851085
1998-04-10,35.850132,35.850132,35.850132,35.850132,16.612677,0
1998-04-13,35.850132,35.850132,35.850132,35.850132,16.612677,0
1998-04-14,36.028336,36.459866,35.745308,35.939236,16.653959,1706845
1998-04-15,36.207413,36.534988,35.358330,35.433453,16.419582,2905415
1998-04-16,35.522556,35.820435,34.897099,35.165276,16.295317,2419462
1998-04-17,35.135574,35.522556,35.135574,35.402882,16.405416,2070880
1998-04-20,35.671059,36.177711,35.224678,35.433453,16.419582,2864203
1998-04-21,35.433453,35.864983,35.150425,35.581955,16.488400,2884809
1998-04-22,35.552254,36.281662,33.497684,33.944065,15.729413,9293207
1998-04-23,33.944065,34.495270,32.916782,33.140408,15.357003,5589318
1998-04-24,33.184959,33.691612,32.098274,32.217075,14.929140,4965993
1998-04-27,31.770695,32.396152,31.234341,31.234341,14.473746,3241976
1998-04-28,31.651894,32.068573,31.056139,31.234341,14.473746,5070739
1998-04-29,31.354015,31.979471,30.698860,31.636169,14.659951,3964895
1998-04-30,31.859797,31.859797,31.070990,31.666744,14.674121,3602577
1998-05-01,31.666744,31.666744,31.666744,31.666744,14.674121,0
1998-05-04,31.830095,32.321026,31.740995,31.979471,14.819032,2366230
1998-05-05,31.859797,32.127975,31.740995,31.859797,14.763577,2182495
1998-05-06,31.770695,32.559502,31.770695,32.455551,15.039649,3322682
